index,name,category,category_group,address,city,neighborhood,latitude,longitude,has_coordinates,plus_code,phone,has_phone,website,has_website,needs_website,rating,review_count,engagement_level,num_photos,has_photos,num_review_photos,total_images,num_reviews_with_text,reviews_with_photos,price_level,has_opening_hours,days_with_hours,has_accessibility,accessibility,has_amenities,amenities,has_payments,payments,has_parking,parking,has_service_options,service_options,has_highlights,highlights,data_completeness,image_score,review_score,rating_score,overall_quality,is_good_candidate,is_premium_candidate,maps_url,place_id,scraped_at
189,Artesanos Del Sabor,Restaurante,Food & Beverage,"MC7P+2XP, Av. Zavalas Cué, Fernando de la Mora 110324",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,,"
0986 367059",True,,False,True,4.4,39,Medium,0,False,0,0,0,0,0,True,7,False,,True,Sanitario,False,,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,55,0,0,2,2.32,False,False,,,2026-01-30T23:02:34.156789
190,"Riquísimo Lomitería & Pizzería, Fernando de la Mora",Restaurante,Food & Beverage,"MCGW+GJM, Fernando de la Mora 110308",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,,"
0971 698861",True,,False,True,4.6,1040,High,1,True,0,1,1,0,1,True,7,True,Espacio accesible para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,True,Es un poco difícil encontrar espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,3,5.7,False,False,,,2026-01-30T23:03:16.332021
191,TERRAPIZZA,Restaurante,Food & Beverage,"Capitán Bado, Fernando de la Mora 110307",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MFM3+33 Fernando de la Mora,"
0986 120851",True,,False,True,4.6,569,High,4,True,0,4,2,0,2,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas; Espacio accesible para personas en silla de ruedas; Sanitarios accesibles para personas en silla de ruedas,True,Sanitario; Tiene bar,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Hay suficiente espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,1,3,6.7,True,False,,,2026-01-30T23:03:41.215505
192,Picazzo's pizza,Restaurante,Food & Beverage,"MC7P+24M, Luis A. Resck, Fernando de la Mora 110324",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,,"
0981 667245",True,,False,True,4.5,17,Low,4,True,0,4,2,0,0,False,0,False,,False,,True,Pagos móviles mediante NFC,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,80,2,1,3,6.4,False,False,,,2026-01-30T23:03:59.807796
193,De La Morocha Resto Bar,Restaurante,Food & Beverage,"MFR6+7V5, Tte. Cnel. Alfredo Ramos, Fernando de la Mora 110303",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,,"
0971 290890",True,,False,True,4.5,44,Medium,0,False,0,0,3,0,0,False,0,True,Espacio accesible para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de débito,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,65,0,2,3,4.95,False,False,,,2026-01-30T23:04:22.193468
194,Shawarma House,Restaurante de comida rápida,Food & Beverage,"Rio Yhaguy 1337, Fernando de la Mora 110309",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MFG3+7P Fernando de la Mora,"
0971 133008",True,,False,True,4.3,378,High,4,True,0,4,1,0,1,True,7,False,,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Es un poco difícil encontrar espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle; Garage de stacionamiento gratuito,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,1,2,6.37,True,False,,,2026-01-30T23:04:43.567872
195,Restaurant del Sanatorio Metropolitano,Restaurante,Food & Beverage,"Teniente Ettiene 215, Fernando de la Mora 0000",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MFF3+8R Fernando de la Mora,"
(021) 569 4367",True,,False,True,4.3,122,High,0,False,0,0,1,0,1,True,7,True,Espacio accesible para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Hay suficiente espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,75,0,1,2,3.92,False,False,,,2026-01-30T23:05:08.854286
196,CH Churrasquito,Restaurante,Food & Beverage,"Av. Pitiantuta 885, Fernando de la Mora 110319",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MC8W+QH Fernando de la Mora,"
0994 146231",True,,False,True,4.4,1055,High,1,True,0,1,0,0,1,True,7,True,Espacio accesible para personas en silla de ruedas; Estacionamiento accesible para personas en silla de ruedas,True,Sanitario; Tiene bar,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,70,1,0,2,3.77,False,False,,,2026-01-30T23:05:30.530801
197,Jasmin Al Sham - Paseo 1811 FDM,Restaurante sirio,Food & Beverage,"Paseo 1811 FDM Mcal. Estigrarribia y, Teniente Ettiene, Fernando de la Mora",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MFF3+PR Fernando de la Mora,"
0982 101000",True,,False,True,4.2,66,Medium,4,True,0,4,3,0,1,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas; Espacio accesible para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de débito; Tarjetas de crédito,True,Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,2,2,7.37,True,False,,,2026-01-30T23:05:58.719962
198,Monte Líbano,Restaurante,Food & Beverage,"11 de Setiembre N° 2004 esquina, Fernando de la Mora 110316",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MC5X+67 Fernando de la Mora,"
0981 257100",True,,False,True,4.3,895,High,0,False,0,0,2,0,1,True,7,True,Espacio accesible para personas en silla de ruedas; Sanitarios accesibles para personas en silla de ruedas; Estacionamiento accesible para personas en silla de ruedas,True,Sanitario; Tiene bar,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Hay suficiente espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,75,0,1,2,3.92,False,False,,,2026-01-30T23:06:23.879699
199,FASTGRILL PARAGUAY,Restaurante,Food & Beverage,"2233 Ytororo Fernando de la Mora Fernando de la Mora, 2300",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MF82+W9 Fernando de la Mora,"
0981 292481",True,,False,True,4.3,9,Low,0,False,0,0,0,0,0,True,7,True,Espacio accesible para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,55,0,0,2,2.32,False,False,,,2026-01-30T23:06:42.349642
200,Jordis,Restaurante,Food & Beverage,"555, Fernando de la Mora",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MC7J+JH Fernando de la Mora,"
0992 809124",True,,False,True,5.0,4,Very Low,0,False,0,0,1,0,0,True,7,False,,False,,True,Pagos móviles mediante NFC,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,75,0,1,3,4.25,False,False,,,2026-01-30T23:07:04.948070
201,Petit Monastère,Restaurante,Food & Beverage,"Colón 912 Mómpox Fernando de la Mora, 2300",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MFH4+7P Fernando de la Mora,"
0982 223488",True,,False,True,4.9,17,Low,0,False,0,0,1,0,1,True,7,False,,True,Sanitario; Sanitarios unisex; Tiene bar; Wi-Fi; Tiene Wi-Fi gratis,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,75,0,1,3,4.25,False,False,,,2026-01-30T23:07:28.397551
202,Xtreme Burger,Restaurante,Food & Beverage,"Tte rivarola, Fernando de la Mora Fernando de la Mora, 1209",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MC6H+Q8 Fernando de la Mora,"
0983 676879",True,,False,True,5.0,1,Very Low,0,False,0,0,1,0,0,True,7,False,,True,Sanitario; Tiene bar; Wi-Fi; Tiene Wi-Fi gratis,True,Pagos móviles mediante NFC; Tarjetas de débito,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,75,0,1,3,4.25,False,False,,,2026-01-30T23:07:49.912124
203,Comida rápida,Hamburguesería,Other,"MC7P+2XP, Av. Zavalas Cué, Fernando de la Mora 110324",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,,,False,,False,True,4.6,289,High,0,False,0,0,0,0,0,True,7,False,,False,,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,40,0,0,3,2.2,False,False,,,2026-01-30T23:08:15.473128
204,Comidas Al Paso,Restaurante,Food & Beverage,"MC8P+GF3, Usher Rios, Fernando de la Mora 110323",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,,"
0985 226839",True,,False,True,3.8,27,Low,0,False,0,0,0,0,0,True,7,True,Espacio accesible para personas en silla de ruedas,True,Sanitario; Tiene bar,True,Solo dinero en efectivo,True,Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,55,0,0,1,1.98,False,False,,,2026-01-30T23:08:36.908102
205,Reseda Gourmet,Restaurante,Food & Beverage,"MCHQ+4PC, Fernando de la Mora 110308",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,,"
0981 520634",True,,False,True,4.5,61,Medium,0,False,0,0,3,0,0,True,7,True,Espacio accesible para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,75,0,2,3,5.25,False,False,,,2026-01-30T23:08:58.063012
206,Delicias Japonesas,Restaurante japonés,Food & Beverage,"Av. Mariscal López, Fernando de la Mora 110310",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MFQ9+FP Fernando de la Mora,,False,,False,True,4.4,1936,High,4,True,0,4,1,0,2,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas; Espacio accesible para personas en silla de ruedas; Estacionamiento accesible para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,75,2,1,2,5.92,True,False,,,2026-01-30T23:09:17.719438
207,Todo Rico,Restaurante,Food & Beverage,"11 de Setiembre esquina, Fernando de la Mora 110324",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MC7P+CJ Fernando de la Mora,"
(021) 900 001",True,,False,True,3.0,4,Very Low,4,True,0,4,1,0,0,False,0,False,,False,,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,80,2,1,0,5.4,False,False,,,2026-01-30T23:09:41.667611
208,Tío Burguer,Hamburguesería,Other,"MC8M+F82, Soldado Ovelar, Fernando de la Mora 110323",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,,,False,,False,True,5.0,13,Low,1,True,0,1,3,0,1,True,7,False,,False,,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,75,1,2,3,6.25,False,False,,,2026-01-30T23:10:07.261756
209,So'o Burger,Hamburguesería,Other,"Ceferino Ruíz &, Tte. Rojas Silva, Fernando de la Mora",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MC59+MH Fernando de la Mora,"
0982 392471",True,,False,True,4.8,82,Medium,4,True,0,4,2,0,1,True,7,False,,True,Sanitario; Tiene bar,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Hay suficiente espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,1,3,6.7,True,False,,,2026-01-30T23:10:28.169923
210,Gus Burger 2,Hamburguesería,Other,"Av. Pitiantuta 530-528, Fernando de la Mora 110318",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MC9X+R7 Fernando de la Mora,"
0986 900752",True,,False,True,4.8,56,Medium,0,False,0,0,2,0,1,True,7,True,Espacio accesible para personas en silla de ruedas,False,,True,Pagos móviles mediante NFC,True,Es un poco difícil encontrar espacio; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,75,0,1,3,4.25,False,False,,,2026-01-30T23:10:52.674539
211,Bar Oye Chico,Bar,Other,"Av. Mariscal López, Fernando de la Mora 110303",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MFR8+MX Fernando de la Mora,"
0981 081555",True,,False,True,4.6,378,High,4,True,0,4,2,0,1,True,7,False,,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Hay suficiente espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,1,3,6.7,True,False,,,2026-01-30T23:11:43.731576
212,Filadelfia Cheesesteak Py,Restaurante,Food & Beverage,"15 de Mayo, Fernando de la Mora 3200",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MC9M+R4 Fernando de la Mora,"
0984 393252",True,,False,True,5.0,1,Very Low,0,False,0,0,0,0,0,True,7,False,,True,Sanitario,False,,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,55,0,0,3,2.65,False,False,,,2026-01-30T23:12:07.305163
213,Real Natura - Restaurante Vegetariano,Restaurante vegetariano,Food & Beverage,Fernando de la Mora 110326,Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MC8H+XJ Fernando de la Mora,"
(021) 509 319",True,,False,True,4.6,45,Medium,4,True,0,4,2,0,0,True,7,True,Sanitarios accesibles para personas en silla de ruedas,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,1,3,6.7,True,False,,,2026-01-30T23:12:29.418628
214,La Rústica,Pub restaurante,Food & Beverage,"MFF2+542, Tte. Martínez, Fernando de la Mora 110319",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,,"
0972 266125",True,,False,True,4.8,29,Low,1,True,0,1,2,0,0,True,7,False,,True,Sanitario; Tiene bar,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,3,5.7,False,False,,,2026-01-30T23:12:51.010378
215,Agui's Pizza,Restaurante,Food & Beverage,"Boqueron, Fernando de la Mora 110321",Fernando de la Mora,Fernando de la Mora,-25.323208,-57.5796163,True,MC4R+H4 Fernando de la Mora,"
0985 540777",True,,False,True,4.8,36,Medium,4,True,0,4,1,0,1,True,7,False,,True,Sanitario,False,,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,1,3,6.7,True,False,,,2026-01-30T23:13:15.210631
216,DIMAS TERRAZA BAR,Bar,Other,"MC55+P48 J.M, Timoteo Aguirre, Lambaré 110715",Lambaré,Lambaré,-25.3353429,-57.5944453,True,,"
0982 562626",True,,False,True,4.3,370,High,4,True,0,4,2,0,0,True,7,True,wheelchair_accessible; Bucle magnético de asistencia; Entrada accesible para personas en silla de ruedas; Espacio accesible para personas en silla de ruedas; Estacionamiento accesible para personas en silla de ruedas; Sanitarios accesibles para personas en silla de ruedas,True,Sanitario; Wi-Fi; Tiene Wi-Fi gratis,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Hay suficiente espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,1,2,6.37,True,False,,,2026-01-30T23:14:20.143719
217,CAFÉ LIBANO,Restaurante,Food & Beverage,"M95X+HH3, Av. Cacique Lambare, Lambaré 110718",Lambaré,Lambaré,-25.3353429,-57.5944453,True,,"
0985 570180",True,,False,True,4.5,714,High,3,True,0,3,1,0,1,True,7,True,Espacio accesible para personas en silla de ruedas,True,Sanitario; Tiene bar,True,Pagos móviles mediante NFC; Tarjetas de débito,True,Es un poco difícil encontrar espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,1,3,6.7,True,False,,,2026-01-30T23:14:44.323315
218,Restaurante Roble,Restaurante,Food & Beverage,"Av. República Argentina y, Lambaré 110706",Lambaré,Lambaré,-25.335003,-57.6908778,True,M97P+X4 Lambaré,"
0981 010391",True,,False,True,4.7,59,Medium,3,True,0,3,3,0,1,True,7,True,Espacio accesible para personas en silla de ruedas,True,Sanitario; Tiene bar,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,True,Hay suficiente espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,2,3,7.7,True,False,,,2026-01-30T23:15:05.765434
219,LOMICHAPA,Restaurante,Food & Beverage,"Manuel Dominguez y, Lambaré 110718",Lambaré,Lambaré,-25.335003,-57.6908778,True,M92X+XQ Lambaré,"
0991 910512",True,,False,True,4.7,100,High,1,True,0,1,2,0,1,True,7,True,Espacio accesible para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,3,5.7,False,False,,,2026-01-30T23:15:27.810975
220,Tano El Italiano,Pizzería,Other,"M96P+QQW Paseo del Solar, Lambaré 110707",Lambaré,Lambaré,-25.335003,-57.6908778,True,,"
0981 339349",True,,False,True,4.8,617,High,4,True,0,4,2,0,1,True,7,True,Espacio accesible para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Hay suficiente espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,1,3,6.7,True,False,,,2026-01-30T23:15:50.118472
221,El Grillo - Asadito Parrilla,Restaurante especializado en chuletas,Food & Beverage,"JCV2+7MW, Francisco A. de Figueroa, Lambaré 110731",Lambaré,Lambaré,-25.335003,-57.6908778,True,,"
0983 546147",True,,False,True,4.7,206,High,0,False,0,0,3,0,1,True,7,False,,False,,True,Solo dinero en efectivo,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,75,0,2,3,5.25,False,False,,,2026-01-30T23:16:17.800131
222,Restaurante Espettos Grill,Restaurante,Food & Beverage,"Av. Cacique Lambare y, Lambaré 110722",Lambaré,Lambaré,-25.335003,-57.6908778,True,M94J+GC Lambaré,"
(021) 905 420",True,,False,True,4.2,885,High,0,False,0,0,0,0,1,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas; Espacio accesible para personas en silla de ruedas; Estacionamiento accesible para personas en silla de ruedas; Sanitarios accesibles para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Hay suficiente espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,55,0,0,2,2.32,False,False,,,2026-01-30T23:16:39.890828
223,Lambare foodpark,Restaurante,Food & Beverage,"Av. Juan Domingo Perón 3254, Asunción 001304",Lambaré,Lambaré,-25.335003,-57.6908778,True,M978+9W Asunción,,False,,False,True,4.4,254,High,4,True,0,4,1,0,1,True,7,True,Sanitarios accesibles para personas en silla de ruedas,True,Sanitario; Tiene bar,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,True,Hay suficiente espacio; Estacionamiento gratuito,True,dine_in; takeout; delivery; curbside_pickup,False,,75,2,1,2,5.92,True,False,,,2026-01-30T23:17:01.806380
224,Tatakua,Restaurante paraguayo,Food & Beverage,"J9J8+5P2, Lambaré 110727",Lambaré,Lambaré,-25.335003,-57.6908778,True,,,False,,False,True,4.5,233,High,4,True,0,4,0,0,0,True,7,True,Espacio accesible para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,55,2,0,3,4.65,False,False,,,2026-01-30T23:17:22.232585
225,Chess' Food,Restaurante,Food & Beverage,"Patricio Escobar 548, Lambaré 110722",Lambaré,Lambaré,-25.335003,-57.6908778,True,M92M+MQ Lambaré,"
0981 530816",True,,False,True,4.9,46,Medium,1,True,0,1,3,0,0,True,7,False,,True,Sanitario; Tiene bar; Wi-Fi; Tiene Wi-Fi gratis,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,2,3,6.7,False,False,,,2026-01-30T23:17:44.106925
226,Calle 75 'Food & Drink',Restaurante,Food & Beverage,"Avenida Hernan Cortes, Lambaré 110702",Lambaré,Lambaré,-25.335003,-57.6908778,True,M9HQ+WR Lambaré,"
0981 865276",True,,False,True,4.7,402,High,4,True,0,4,3,0,2,True,7,True,Espacio accesible para personas en silla de ruedas; Sanitarios accesibles para personas en silla de ruedas,True,Sanitario; Tiene bar,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,2,3,7.7,True,False,,,2026-01-30T23:18:04.725880
227,La Gruta Comidas Típicas,Restaurante,Food & Beverage,Lambaré 110728,Lambaré,Lambaré,-25.335003,-57.6908778,True,J9WH+4Q Lambaré,"
0992 507266",True,,False,True,4.6,47,Medium,0,False,0,0,3,0,1,True,7,False,,False,,False,,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,75,0,2,3,5.25,False,False,,,2026-01-30T23:18:30.220711
228,Mr. Ying. Lambaré,Restaurante,Food & Beverage,Lambaré 110724,Lambaré,Lambaré,-25.335003,-57.6908778,True,M95F+2R Lambaré,"
0994 657498",True,,False,True,4.4,149,High,4,True,0,4,2,0,1,True,7,True,Espacio accesible para personas en silla de ruedas,True,Sanitario; Tiene bar,True,Solo dinero en efectivo,True,Hay suficiente espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle; Garage de stacionamiento gratuito; Servicio de estacionamiento,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,1,2,6.37,True,False,,,2026-01-30T23:18:55.035933
229,JALISCO MEXICAN GRILL,Restaurante mexicano,Food & Beverage,"M98G+232, Av. Luis María Argaña, Lambaré 110705",Lambaré,Lambaré,-25.335003,-57.6908778,True,,"
0972 237682",True,,False,True,4.3,895,High,4,True,0,4,0,0,2,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas; Espacio accesible para personas en silla de ruedas; Estacionamiento accesible para personas en silla de ruedas; Sanitarios accesibles para personas en silla de ruedas,True,Sanitario; Tiene bar,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Es un poco difícil encontrar espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,70,2,0,2,4.77,False,False,,,2026-01-30T23:19:19.360888
230,Asados a la Estacas,Restaurante especializado en barbacoa,Food & Beverage,"J9XR+CPJ, Simon Bolivar, Lambaré 110720",Lambaré,Lambaré,-25.335003,-57.6908778,True,,"
0981 237793",True,,False,True,4.9,109,High,0,False,0,0,3,0,0,False,0,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,65,0,2,3,4.95,False,False,,,2026-01-30T23:19:41.813528
231,La parrilla de Gio,Restaurante,Food & Beverage,"San Rafael, Lambaré 110704",Lambaré,Lambaré,-25.335003,-57.6908778,True,M9GM+CC Lambaré,"
0985 244214",True,,False,True,4.6,80,Medium,4,True,0,4,2,0,1,True,7,False,,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,1,3,6.7,True,False,,,2026-01-30T23:20:01.042354
232,Don Julian,Restaurante,Food & Beverage,"Avda. Bruno Guggiari, Lambaré 110706",Lambaré,Lambaré,-25.335003,-57.6908778,True,M9CJ+5G Lambaré,"
(021) 311 098",True,,False,True,4.2,1891,High,1,True,0,1,0,0,2,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Es un poco difícil encontrar espacio; Estacionamiento gratuito; Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,70,1,0,2,3.77,False,False,,,2026-01-30T23:20:23.477706
233,Beef Ok - To Go,Restaurante especializado en cocina americana moderna,Food & Beverage,"Felicidad 332, Lambaré 110705",Lambaré,Lambaré,-25.335003,-57.6908778,True,M97C+3P Lambaré,"
0991 650839",True,,False,True,4.7,344,High,4,True,0,4,1,0,1,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas; Espacio accesible para personas en silla de ruedas; Estacionamiento accesible para personas en silla de ruedas,True,Sanitario; Sanitarios unisex; Wi-Fi; Tiene Wi-Fi gratis,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Hay suficiente espacio,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,1,3,6.7,True,False,,,2026-01-30T23:20:45.966958
234,Todo Chill Experiences,Restaurante,Food & Beverage,"Diego García y, Lambaré 110709",Lambaré,Lambaré,-25.335003,-57.6908778,True,M98V+F7 Lambaré,"
0991 746284",True,,False,True,4.0,176,High,4,True,0,4,0,0,1,True,7,False,,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,70,2,0,2,4.77,False,False,,,2026-01-30T23:21:32.637511
